text,BIO_anno,class
刚办完，没有车险的话，悦享版免，豪享版不免,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
2000元去买入BNBTC 目前大概1.5元一个 3年后再看看，投资需谨慎,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
总授信大概多少？,O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也看了下申请页面是上架了，批了吗？平安还是很快的,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
销了吗兄弟。注销安心些,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
招商我也逾期了几个月，掉了1000,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
平安分明是逼着我们分期保平安，要手续费呢，还有光头强，一出账单就来电话邀请分期，我怼了它一次，从此不来电话了，改为发短信了！...,B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O,2
24还是25号申请的，几天还没人联系我.,O O O O O O O O O O O O O O O O O O O O,2
无界卡没有卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
哥们.你那过了吗？额度咋样,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
平安激活是在vtm激活，大堂经理合照，连可视电话，也就几分钟吧,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
我大白金7w，前两年办了百夫长没激活降到5w，今年办了好车主金卡，又被降到是3.9,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
代发工资和公积金流水，有的让手机查个截图就行，其他的资产证明有的话也带,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2
理财产品还分保本和不保本。,B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
收卡地址指的是卡片邮寄地址吗,O O O O O O O O O O O O O O,2
我基本不去查征信，很久以前查过一次，看到2015年还是多久的网商贷记录还有，妈的贷款几十块几百块记录一大堆，我都无语了。应该是没有什么小贷的，只碰过京东啊借呗网商...,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,0
刷卡太单一了，重复了那么多商家,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
支持反正汇丰是对我最好的银行对我好的在我心里就是好的,O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
最近没怎么关注，不知道有没有银行的公告，最近4+1翻车不会跟ji也有关吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
还可以啊，我买的招行的基金,O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT,2
改浦发?,O B-BANK I-BANK O,2
之前吃了个菜卡然后取消了。我还需要去银行激活吗？,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
扫码也有积分，主要还是看扫码的商户的。现在好像白金卡线下刷卡送3倍积分，网上交易送一倍积分吧。,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT O O,2
欠了多少,O O O O,2
你好，你兴业兴享贷提前结清，后面的手续费给你返回来了吗？我今天刚提前结清，兴业把我后两年的手续费全部扣走了，说20个工作日给我返回来。能返回来吗？...,O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
销卡，半年后再申请,B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
如果未激活，则无法激活。??,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
哪个卡？六月底被距了三次~，，不敢再试，其实蛮想办个招行的卡的,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O,2
niubility，什么卡？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
广发银行的第三方催收堪比网贷,B-BANK I-BANK I-BANK I-BANK O O O O O O O O B-PRODUCT I-PRODUCT,2
广发最高支持同时批6张卡,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
已关注，楼主下款了说下。我也有80000额度,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
推荐的话还是得问问别人想法,O O O O O O O O O O O O O,2
我也是，积分不能用了,O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
填写资料时填写了车牌号，单位电话因为单位没有座机填的0000-00000000。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
没什么，只前消过卡的再申是这样,O O O O O O O O O O O O O O O,2
建行，1个多月未还，建行上海总部打电话过来协商还款，3年还清，不用息，但是卡给注消。,B-BANK I-BANK O O O O O O O O B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,0
资质不好，能下就不错了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
额度共享吧。,B-COMMENTS_N I-COMMENTS_N O O O O,2
真是服了你们了，人家给你宽松了，係却逼着人家给係收紧，你就好过些,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
一百多还要打电话问，邮政就是麻烦，要和影要拍签字照,O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
最近是不是有发卡任务？也给我打了，下了个智汇卡，也不是白金,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT,2
享受到什么样的服务，理财产品最终是否赚到钱，都取决于上面以上部门的密切配合，缺一不可。,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
看到有人说最近没了，但似乎是app上付的没了。MCC对的情况下，有最近实测线下applepay算多倍的吗？另外二维码被扫都算吧？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
这说明刚才座机收到的电话已经被拒绝了，我以为是浦东发展信贷卡中心打来的电话。,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
应该是帐户名,O O O O O O,2
对纸质好的就是放水??一般就是秒拒,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
上个月出临时没用，这个月啥也没了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
异地申请常驻城市怎么填，有人知道么？,O O O O O O O O O O O O O O O O O O,2
一般不会，白金卡还是很好用的,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,1
稳了，三万,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
我问了我家地址然后就没了。当时我以为是推销电话。不知道批不批，批多少额度,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
定投宽基指数和行业指数基金,O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
招商74k,B-BANK I-BANK O O O,2
我年薪只填了20。。职级不太记得了，看额度是多,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
优质就申鼎雅鼎致,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT,2
请问秒批的那种还会电话征信你吗？,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
银行其实都差不多，信贷的话8里左右，不过4月1号利息可能会上调，具体的还没确定,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
厉害厉害，谁能告诉一下明天该哪家银行放水了，我好赶个早班车,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2
要求退分期手续费的年费,O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N,2
上表中，最值得关注的指标是最后一列「收益/收入」，代表资金投资收益和人力资本投入收益的比值，可以发现：,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
兴业秒拒我，广发同天给我批5万，你说气不气人。兴业需要什么姿势呢？,B-BANK I-BANK O B-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
全额退款，第二天就可以用了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
没问题，银行不看名字,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
分期就能知道,B-PRODUCT I-PRODUCT O O O O,2
3+1有临时吗？临时额度咋搞的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
我的秒拒,O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
光大14→55.2~66.2~76.1,B-BANK I-BANK O O O O O O O O O O O O O O O O O,2
工商2.6浙商5.0平安5.0,O O O O O B-BANK I-BANK O O O B-BANK I-BANK O O O,2
真的用来消费的，千万不要用小动物，信用卡是按目前的额度使用的。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
通过什么渠道申请的，额度居然这么高,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
取消积分卡,O O B-PRODUCT I-PRODUCT O,2
可以刷，按卡即可发送。谢谢你，兄弟?我有两个卡？可以刷哪一个，0元？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
第二天就过了，没资格，没公积金，没社保，没车,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
不是绝对的。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
卓越孝心白多少额度起批,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,2
这个卡貌似都是秒批5w,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
有，我的已经批了。额度还满意,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
不是随便刷么。偶尔单笔超额也不行啊,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
支付宝微信都有。。邮储积分没意思,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O,2
是太着急了，还进去当天就刷了,O O O O O O O O O O O O O O,2
跟我说分期，3.6分12期，但是这期间，还是处于逾期状态，也就是说这一年，你的征信会一直显示逾期，而且还会有利息，要我12期还完之后再申请减免，...,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
别来这造谣了。你这图根本看不出一卡二卡,O O O O O O O O O O O O O O O O O O O,0
楼主，犀利卡，可以发现精彩上面申请么？还是找卡员。求解答，谢谢,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
有水可以下去,O O O O O O,2
申晚了，过去两年活动好多，现在基本没了，很鸡肋。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
今天不行了，只能抵扣百分之五十了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
你有几个卡了？多少总额了啊？,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O,2
餐饮好刷。现在广发针对总薅羊毛的。有些返现不反了或者只反1%周五刷不反,O O B-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O,2
卓越孝心白不激活收不收年费,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N,2
坐标上海，低息银行有工农中建交招浦，但低息银行对客户资质要求很高，具体需要根据你具体的情况匹配。,O O O O O B-COMMENTS_ADJ O O O O B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK B-BANK O O B-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
有，刚看到有两个套餐版本，还是很适合上班族的，招行的卡很手欢迎,O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,1
2万秒批刚激活回来,O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
浦发风控行，持有的意义不大,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
是现在还逾期还是逾期处理已经一年半了？,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
20块的权益明天就可以取消，??证券账户，需要本人视频认证的，应该没有开通吧。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O,2
接下来，便是理财产品的正式募集了，由受过专业培训的理财经理向不同客户介绍跟自己需求相匹配理财产品。,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
被害妄想症，当你分期24期的时候早被列为风险用户，如果后期近6个月负债率过高，早触发了银行风控模型认定...,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
5000额度？,O O O O B-COMMENTS_N I-COMMENTS_N O,2
楼主可以分几期？,O O O O O O O O,2
羊毛多，大家都多，风险控制更严格，多了容易封。估计,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
用不用带实体卡？纠结的,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
对，实体卡需要告诉,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
选百货，餐饮消费，不选别人,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
反正办中信了等等华为不就行了,O O O B-BANK I-BANK O O O O O O O O O,2
咨询一下大佬，是选择百货好还是选择餐饮好,O O O O O O O O O O O O O O O O O O O O,2
提前还，手续费也已经帮你算好了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
谢谢老哥！要去实体店刷卡买票么？要不要告诉营业员，我用这个优惠？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我刚刚也打电话申请了，客服说满足提额条件，帮提交申请，现在等通知,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
台州银行要担保人！,B-BANK I-BANK I-BANK I-BANK O O O O O,2
什么是楼主教育？有工作吗？,O O O O O O O O O O O O O,2
无限分期，准提，我的就是一万起步，无限分期，用用还还，第一次提36800第二次直接61800，不敢用了越欠越多，还越提，气死...,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
0.6，好低的额度啊，怕是没毕业吧,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
明白了，全额还了后刷出来没利息就太好了，刷卡手续费肯定比账单利息便宜啊，太值了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,1
年化超过8%的都不鸟它,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
过的话，搞个图片来，回头我也那样搞，我公司培训的时候就说不接受信用卡的电话,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
够呛能提，少提点也可以啊,O O O O O B-COMMENTS_ADJ O O O O O O,2
广发有黑名单商户,B-BANK I-BANK O O O O O O,2
15100降到4500-说人行征信有逾期，可是最近一次逾期都一年半了，居然现在还有连锁反应,O O O O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
四千确实没什么用，销了也好！注销了没啥可操心的了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,0
需要就用，银行的比小贷便宜,O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2
拒了？你还缺一个四大或者上行,B-COMMENTS_ADJ O O O O O O O O O O O O O,2
刚从营业厅回来补了一份身份证，希望可以顺利把卡办下来,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
我的没有秒批没有秒拒还在审核怎么回事啊？昨晚十二点多申请的,O O O O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
15号批的，19号收到，周末附近能激活的网点没营业，今天才去激活，不需要一定去指定网点，但是不是每一个邮政网点都可以激活，具体可以激活的网点可以去手机银行查看，激活...,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
老兄其他行额度也是有点低啊，得找找原因了,O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
老哥你之前不是说去三水不用任何东西吗？,O O O O O O O O O O O O O O O O O O O,2
资质可以就没问题，放心去吧,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
铁公鸡这波操作，主要就是敲山震虎！,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,0
存了40万都没有，那我们这点小钱，更是没机会了，您40万是买的定期存款还是活期理财？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O,2
估计我在APP激活时输错几次安全码或有效期了，所以语音输完都提示重新输资料，打人工帮激活了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
固定还得3+1呢,O O O O O O O O,2
我申请砖石年费5000卡取消，未激活。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
比网上申请有用吗？,O O O O O O O O O,2
要什么商户有时间表pos1871,O O O O O O O O O O O O O O O O,2
可以，一年一次，都是5的倍数，提的还是很快的,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
你成交业务员提成3个百分点，你说他开心不,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
看你聊天好累...需要钱就直接去网点，多问问题。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
我停车场二维码不准交5块钱，因为物业是房地产公司,O O O O O O O O O O O O O O O O O O O O O O O O,2
等短信吧，额度应该不会低,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
外包多久？,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不应该啊，客服说三个月还是半年开着，就会再申，,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
2个月不到，暴力催收我是没碰到，前后两批人，都蛮客气,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
拒上次有多久了,B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
每次提额都是15。。。悲剧,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
你好！请问光大银行期末复习好点吗？建行大山白浩在申请吗,O O O O O B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
我就不明白了，我已经注销了交行,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK,2
我一直扫码昨天也收到了现在不敢了打算真实消费两个月,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
两次包括贷后吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O,2
大佬你的汇丰有打电话吗,O O O O B-BANK I-BANK O O O O O,2
先申请一张鼎致白，再销了这张金卡后，申请一张车主白。,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
像我这种一年花不到五千佛的人，爱摔，额度多少都行,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
他提前辞职了，是个稳妥的员工。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
逾期能下才叫有水,B-COMMENTS_N I-COMMENTS_N O O O O O O,2
我昨天早上八点多到现在没动静,O O O O O O O B-COMMENTS_ADJ O O O O O O,2
其实也够资格了，就是银行卡严,O O O O O O O O O O O O O B-COMMENTS_ADJ,2
平安普惠你都敢借，胆子够肥,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O,2
这样阿，那这种情况是基本上稳了？还是再审批…,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O,2
本地还是异地？搞的我心慌啊,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
准备注销生活卡,O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT,2
看那家银行的信用卡,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
我是用了临时提了固定，额度还可以,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
那你这应该网申也没问题啊，基本小额贷结清三个月后银行就不怎么在乎,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2
你的为啥是申请进件中。我的卡都到了，额度还可以哦,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
失败就不要分，已经分了就打客服，如不返还银保监会投诉,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2
为什么我是800？是的。手续费有点高啊,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
伪白金卡,O B-PRODUCT I-PRODUCT I-PRODUCT,2
正常三个月一临时，六个月一固定,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
这个是你额度内的分期吧,O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O,2
额度又点大，主动协商，申请分期呗！这么大额度你不主动处理不好，从法律意义上讲：超过5万，都比较麻烦~,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
直接批准注销了，我有资质的银行不喜欢,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
几行了兄弟，看起来还很厉害啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
